chem_key,methane,nitrous_oxide
2010280,0.01,0.0
2010281,0.01,0.0
2010424,3.99,1.66
2010425,4.05,1.7
2010426,4.09,1.71
2010427,4.16,1.68
2010428,3.93,1.65
2010429,3.67,1.55
2010430,3.68,1.78
2010431,3.7,1.82
2010432,3.84,1.87
2010433,3.8,1.67
2010434,3.82,1.57
2010435,3.75,1.46
2010436,3.67,1.44
2010437,3.62,1.57
2010438,3.58,1.47
2010439,3.71,1.53
2010440,3.7,1.55
2010441,3.91,1.67
2010442,4.04,1.74
2010443,4.11,1.52
2010444,4.16,1.64
2010445,4.26,1.86
2010446,4.22,1.82
2010447,4.3,1.85
2010448,4.31,1.76
2010449,4.37,1.84
2010450,4.54,1.98
2010451,4.59,1.92
2010452,4.65,1.97
2010453,4.71,1.98
2010696,4.09,2.63
2010697,6.64,2.69
2010698,9.22,2.74
2010699,11.61,2.82
2010700,14.21,2.89
2010701,14.55,2.97
2010702,14.72,2.81
2010703,15.21,3.03
2010704,15.73,3.18
2010705,16.06,3.12
2010706,16.25,3.17
2010707,15.37,3.28
2010708,15.07,3.59
2010709,14.0,3.45
2010710,12.76,2.89
2010711,12.9,3.58
2010712,12.1,3.36
2010713,11.31,3.54
2010714,10.26,3.23
2010715,9.26,3.11
2010716,8.48,3.11
2010717,7.98,3.27
2010718,7.37,3.36
2010719,7.71,3.57
2010720,7.24,3.18
2010721,7.1,3.23
2010722,7.75,3.85
2010723,7.43,3.26
2010724,7.28,3.21
2010725,7.23,3.1
2010868,4.05,2.95
2010869,3.98,2.66
2010870,3.72,2.78
2010871,3.67,2.31
2010872,3.53,2.34
2010873,3.45,2.28
2010874,3.39,2.27
2010875,3.37,2.64
2010876,3.37,2.15
2010877,3.38,2.24
2010878,3.31,2.39
2010879,3.38,2.21
2010880,3.4,2.41
2010881,3.51,2.3
2010882,3.65,2.64
2010883,3.63,2.49
2010884,3.75,2.92
2010885,3.79,3.08
2010886,3.77,3.42
2010887,3.82,2.24
2010888,3.8,2.5
2010889,3.82,2.64
2010890,3.75,2.33
2010891,3.65,1.73
2010892,3.64,1.7
2010893,3.74,1.84
2010894,3.75,1.61
2010895,3.77,1.74
2010896,3.67,1.74
2010897,3.68,1.72
2011040,12.68,6.46
2011041,12.26,5.9
2011042,12.22,5.43
2011043,11.27,4.57
2011044,11.62,4.09
2011045,11.41,4.01
2011046,12.07,3.99
2011047,11.93,4.11
2011048,11.94,3.98
2011049,11.77,3.78
2011050,11.85,3.75
2011051,11.61,3.88
2011052,11.79,3.59
2011053,11.97,3.34
2011054,11.48,3.45
2011055,10.79,3.23
2011056,11.18,3.38
2011057,11.26,3.44
2011058,11.48,3.49
2011059,12.09,3.42
2011060,11.93,3.43
2011061,12.27,3.66
2011062,12.23,3.57
2011063,12.27,3.69
2011064,12.25,3.86
2011065,11.77,3.79
2011066,11.84,3.64
2011067,11.42,3.64
2011068,11.45,3.55
2011069,11.15,3.56
2011384,0.53,0.32
2011385,0.54,0.32
2011386,0.55,0.37
2011387,0.56,0.37
2011388,0.58,0.37
2011389,0.59,0.37
2011390,0.6,0.38
2011391,0.61,0.36
2011392,0.62,0.37
2011393,0.62,0.37
2011394,0.64,0.36
2011395,0.66,0.38
2011396,0.68,0.4
2011397,0.67,0.4
2011398,0.67,0.39
2011399,0.67,0.36
2011400,0.67,0.36
2011401,0.67,0.37
2011402,0.68,0.36
2011403,0.68,0.38
2011404,0.69,0.39
2011405,0.69,0.38
2011406,0.69,0.38
2011407,0.69,0.34
2011408,0.7,0.34
2011409,0.71,0.35
2011410,0.73,0.35
2011411,0.74,0.36
2011412,0.74,0.36
2011413,0.74,0.37
2011556,23.66,8.02
2011557,22.16,6.11
2011558,20.66,5.95
2011559,19.72,5.37
2011560,18.52,5.55
2011561,17.99,5.53
2011562,17.76,5.75
2011563,17.4,5.49
2011564,16.71,5.41
2011565,15.86,5.13
2011566,14.98,5.53
2011567,14.68,5.87
2011568,14.14,4.9
2011569,14.07,4.99
2011570,13.65,5.19
2011571,14.04,5.09
2011572,14.29,4.96
2011573,13.82,4.99
2011574,13.92,4.92
2011575,13.59,4.69
2011576,13.82,4.55
2011577,13.77,4.71
2011578,13.62,5.14
2011579,12.82,4.99
2011580,12.76,5.1
2011581,12.76,5.55
2011582,12.47,5.58
2011583,12.49,5.28
2011584,12.41,5.14
2011585,12.44,5.32
2011728,35.01,24.83
2011729,35.13,24.77
2011730,35.46,24.83
2011731,36.55,24.82
2011732,37.69,24.84
2011733,37.89,24.79
2011734,41.46,17.31
2011735,46.56,18.83
2011736,47.65,19.58
2011737,42.36,17.11
2011738,40.01,16.13
2011739,30.02,17.95
2011740,35.99,24.13
2011741,39.69,27.33
2011742,41.18,28.89
2011743,41.34,28.81
2011744,42.59,29.77
2011745,39.65,25.82
2011746,41.71,27.7
2011747,41.64,27.37
2011748,42.87,28.34
2011749,42.85,27.89
2011750,41.2,26.52
2011751,42.87,27.54
2011752,43.18,26.68
2011753,45.32,28.42
2011754,46.03,28.46
2011755,47.37,28.51
2011756,44.59,25.68
2011757,46.03,26.68
2011907,9.43,7.3
2011908,9.66,7.17
2011909,9.69,6.7
2011910,9.84,6.74
2011911,9.69,6.64
2011912,9.65,6.64
2011913,9.73,6.59
2011914,9.76,6.58
2011915,9.74,6.4
2011916,9.72,6.44
2011917,9.93,6.44
2011918,10.13,6.26
2011919,9.98,6.1
2011920,9.92,6.25
2011921,9.86,5.54
2011922,9.72,5.43
2011923,9.55,5.38
2011924,9.48,5.35
2011925,9.23,5.36
2011926,8.88,5.07
2011927,9.05,4.98
2011928,8.73,4.97
2011929,8.56,5.0
2011930,8.35,4.91
2011931,8.2,5.09
2011932,8.2,5.26
2011933,8.15,5.24
2011934,8.08,5.25
2011935,7.95,4.88
2011936,7.78,5.17
2012079,0.44,0.2
2012080,0.45,0.2
2012081,0.45,0.2
2012082,0.46,0.2
2012083,0.48,0.21
2012084,0.51,0.22
2012085,0.54,0.23
2012086,0.55,0.24
2012087,0.56,0.24
2012088,0.58,0.25
2012089,0.59,0.25
2012090,0.6,0.25
2012091,0.6,0.25
2012092,0.6,0.25
2012093,0.61,0.25
2012094,0.61,0.26
2012095,0.61,0.25
2012096,0.61,0.25
2012097,0.62,0.25
2012098,0.62,0.25
2012099,0.62,0.26
2012100,0.63,0.26
2012101,0.63,0.26
2012102,0.64,0.26
2012103,0.64,0.26
2012104,0.65,0.26
2012105,0.65,0.26
2012106,0.65,0.26
2012107,0.65,0.26
2012108,0.66,0.26
2012251,0.1,0.03
2012252,0.1,0.03
2012253,0.1,0.03
2012254,0.1,0.03
2012255,0.1,0.03
2012256,0.09,0.03
2012257,0.08,0.02
2012258,0.07,0.02
2012259,0.06,0.02
2012260,0.05,0.03
2012261,0.04,0.03
2012262,0.04,0.03
2012263,0.04,0.02
2012264,0.04,0.02
2012265,0.04,0.02
2012266,0.04,0.02
2012267,0.04,0.02
2012268,0.04,0.02
2012269,0.04,0.02
2012270,0.04,0.02
2012271,0.04,0.02
2012272,0.04,0.02
2012273,0.04,0.02
2012274,0.04,0.02
2012275,0.04,0.02
2012276,0.04,0.02
2012277,0.04,0.02
2012278,0.04,0.02
2012279,0.04,0.02
2012280,0.04,0.02
2012423,5.97,1.93
2012424,6.57,2.07
2012425,6.69,2.02
2012426,7.26,2.04
2012427,7.56,2.1
2012428,7.33,2.12
2012429,7.23,2.22
2012430,7.03,2.3
2012431,6.84,2.28
2012432,6.43,2.08
2012433,6.29,2.02
2012434,6.6,2.15
2012435,6.81,2.44
2012436,6.73,2.33
2012437,7.24,2.53
2012438,7.08,2.57
2012439,7.15,2.7
2012440,7.84,2.89
2012441,8.04,2.84
2012442,8.32,2.91
2012443,8.47,3.04
2012444,8.56,3.02
2012445,8.59,2.93
2012446,8.65,2.94
2012447,8.71,2.98
2012448,8.75,3.13
2012449,8.84,3.2
2012450,8.96,3.27
2012451,9.14,3.41
2012452,9.31,3.34
2012595,0.33,0.12
2012596,0.39,0.13
2012597,0.39,0.14
2012598,0.41,0.15
2012599,0.46,0.18
2012600,0.47,0.18
2012601,0.49,0.18
2012602,0.49,0.19
2012603,0.5,0.2
2012604,0.42,0.17
2012605,0.48,0.18
2012606,1.51,0.21
2012607,2.39,0.22
2012608,3.26,0.2
2012609,4.02,0.2
2012610,4.98,0.21
2012611,5.33,0.22
2012612,5.63,0.21
2012613,5.98,0.22
2012614,6.27,0.23
2012615,6.57,0.22
2012616,6.45,0.22
2012617,6.37,0.24
2012618,6.18,0.24
2012619,6.07,0.25
2012620,5.99,0.28
2012621,5.75,0.28
2012622,5.46,0.25
2012623,5.21,0.25
2012624,5.02,0.26
2012767,17.8,3.69
2012768,18.1,3.82
2012769,19.3,3.97
2012770,20.6,4.1
2012771,21.9,4.21
2012772,22.2,4.28
2012773,22.9,4.55
2012774,23.4,4.91
2012775,22.4,4.72
2012776,22.7,4.37
2012777,21.84,4.1
2012778,23.52,5.35
2012779,23.74,4.84
2012780,24.46,4.77
2012781,26.74,4.98
2012782,26.65,4.78
2012783,27.1,4.87
2012784,26.5,4.6
2012785,26.76,4.98
2012786,27.18,5.22
2012787,27.69,5.5
2012788,27.87,5.57
2012789,27.84,5.45
2012790,28.27,5.4
2012791,27.83,5.33
2012792,27.06,4.86
2012793,27.32,4.95
2012794,27.15,5.02
2012795,26.55,5.14
2012796,27.18,5.17
2012939,31.31,12.48
2012940,34.54,13.33
2012941,35.74,13.5
2012942,38.64,14.48
2012943,40.49,13.82
2012944,42.51,15.73
2012945,44.42,16.41
2012946,46.26,16.34
2012947,46.27,17.19
2012948,50.26,17.6
2012949,50.86,18.65
2012950,52.01,18.92
2012951,53.92,19.63
2012952,55.01,20.05
2012953,55.51,21.24
2012954,59.17,21.06
2012955,60.94,21.58
2012956,63.15,21.92
2012957,64.85,22.99
2012958,63.57,23.72
2012959,62.71,24.15
2012960,64.93,24.19
2012961,67.26,23.26
2012962,65.77,22.75
2012963,66.61,22.32
2012964,65.54,22.37
2012965,67.96,22.9
2012966,69.79,22.83
2012967,70.55,22.59
2012968,75.13,23.32
2013111,3.22,1.25
2013112,3.29,1.28
2013113,3.36,1.3
2013114,3.29,1.27
2013115,3.4,1.24
2013116,3.25,1.15
2013117,3.57,1.34
2013118,3.47,1.37
2013119,3.37,1.22
2013120,3.57,1.29
2013121,3.27,1.17
2013122,3.59,1.24
2013123,3.79,1.2
2013124,3.77,1.21
2013125,3.86,1.3
2013126,3.94,1.45
2013127,4.06,1.39
2013128,4.13,1.49
2013129,4.2,1.57
2013130,4.13,1.48
2013131,4.0,1.49
2013132,3.69,1.45
2013133,3.86,1.42
2013134,3.53,1.29
2013135,3.72,1.21
2013136,3.71,1.27
2013137,3.58,1.2
2013138,3.55,1.25
2013139,3.5,1.17
2013140,3.49,1.18
2013283,0.1,0.01
2013284,0.23,0.01
2013285,1.16,0.01
2013286,1.27,0.01
2013287,1.36,0.01
2013288,1.47,0.01
2013289,1.71,0.02
2013290,2.77,0.02
2013291,3.62,0.02
2013292,4.0,0.02
2013293,4.57,0.02
2013294,5.89,0.02
2013295,5.44,0.03
2013296,6.32,0.03
2013297,7.36,0.03
2013298,7.68,0.03
2013299,7.6,0.04
2013300,7.52,0.04
2013301,7.2,0.04
2013302,6.3,0.04
2013303,6.44,0.04
2013304,5.73,0.04
2013305,5.61,0.04
2013306,5.3,0.04
2013307,8.13,0.04
2013308,7.42,0.04
2013309,6.89,0.04
2013310,6.29,0.04
2013311,6.17,0.04
2013312,5.67,0.04
2013455,2.47,1.23
2013456,2.48,1.22
2013457,2.71,1.28
2013458,2.32,1.05
2013459,2.37,1.08
2013460,2.41,1.1
2013461,2.7,1.27
2013462,3.06,1.45
2013463,3.14,1.53
2013464,3.24,1.57
2013465,3.29,1.64
2013466,3.09,1.48
2013467,3.08,1.45
2013468,3.17,1.49
2013469,3.18,1.5
2013470,3.24,1.55
2013471,3.14,1.48
2013472,3.35,1.6
2013473,3.38,1.59
2013474,3.39,1.6
2013475,3.31,1.55
2013476,3.46,1.63
2013477,3.48,1.63
2013478,3.52,1.65
2013479,3.54,1.66
2013480,3.57,1.67
2013481,3.61,1.69
2013482,3.63,1.69
2013483,3.65,1.71
2013484,3.68,1.71
2013631,2.3,1.94
2013632,2.28,1.82
2013633,2.31,1.57
2013634,2.09,1.43
2013635,1.79,1.3
2013636,1.73,1.23
2013637,1.67,1.2
2013638,1.63,1.19
2013639,1.57,1.22
2013640,1.52,1.2
2013641,1.47,1.22
2013642,1.45,1.2
2013643,1.44,1.19
2013644,1.4,1.23
2013645,1.41,1.25
2013646,1.35,1.23
2013647,1.34,1.23
2013648,1.33,1.28
2013649,1.31,1.34
2013650,1.27,1.28
2013651,1.29,1.31
2013652,1.23,1.32
2013653,1.23,1.35
2013654,1.2,1.37
2013655,1.19,1.4
2013656,1.18,1.42
2013657,1.1,1.36
2013658,1.11,1.4
2013659,1.11,1.39
2013660,1.11,1.4
2013803,1.19,0.44
2013804,1.23,0.45
2013805,1.26,0.47
2013806,1.15,0.4
2013807,1.17,0.41
2013808,1.2,0.42
2013809,1.27,0.43
2013810,1.28,0.42
2013811,1.34,0.44
2013812,1.32,0.4
2013813,1.33,0.39
2013814,1.23,0.34
2013815,1.27,0.36
2013816,1.34,0.39
2013817,1.35,0.39
2013818,1.37,0.39
2013819,1.29,0.35
2013820,1.37,0.46
2013821,1.31,0.42
2013822,1.23,0.37
2013823,1.26,0.41
2013824,1.26,0.41
2013825,1.27,0.41
2013826,1.27,0.41
2013827,1.28,0.4
2013828,1.26,0.38
2013829,1.27,0.37
2013830,1.29,0.38
2013831,1.3,0.38
2013832,1.34,0.42
2013975,42.32,24.2
2013976,42.69,24.21
2013977,43.81,24.74
2013978,40.01,22.22
2013979,40.57,22.5
2013980,40.89,22.7
2013981,42.45,23.61
2013982,45.25,24.6
2013983,48.57,26.77
2013984,49.24,26.92
2013985,46.69,25.38
2013986,46.97,25.89
2013987,52.6,29.54
2013988,51.64,28.48
2013989,52.53,29.39
2013990,54.78,30.87
2013991,57.82,32.27
2013992,63.6,35.91
2013993,66.04,36.73
2013994,68.59,38.15
2013995,71.82,40.1
2013996,70.87,39.56
2013997,73.35,41.69
2013998,75.4,42.27
2013999,77.78,43.89
2014000,79.4,44.96
2014001,81.56,46.67
2014002,83.32,47.73
2014003,83.48,47.83
2014004,84.47,48.08
2014247,1467.02,571.62
2014248,1424.99,546.05
2014249,1365.12,511.12
2014250,1325.23,490.84
2014251,1289.52,478.57
2014252,1259.02,467.49
2014253,1249.18,474.43
2014254,1203.94,459.3
2014255,1190.46,432.58
2014256,1182.13,406.96
2014257,1179.47,404.01
2014258,1167.74,402.24
2014259,1167.4,398.3
2014260,1194.37,398.83
2014261,1181.74,398.16
2014262,1182.18,388.81
2014263,1169.94,379.31
2014264,1168.36,384.12
2014265,1160.84,381.07
2014266,1124.61,357.78
2014267,1141.7,350.45
2014268,1134.02,349.38
2014269,1126.26,346.83
2014270,1118.46,346.68
2014271,1111.4,352.39
2014272,1114.37,350.02
2014273,1129.21,353.42
2014274,1141.62,355.15
2014275,1163.42,351.65
2014276,1172.67,353.96
2015193,528.72,333.18
2015194,517.84,317.47
2015195,504.22,306.12
2015196,493.25,302.08
2015197,484.44,305.87
2015198,479.98,304.12
2015199,479.72,312.9
2015200,474.76,307.88
2015201,466.78,285.8
2015202,460.7,275.17
2015203,457.51,272.77
2015204,450.12,271.98
2015205,444.35,267.71
2015206,440.87,267.62
2015207,433.11,269.2
2015208,427.31,263.0
2015209,422.54,252.92
2015210,419.28,257.21
2015211,415.03,244.06
2015212,409.1,230.04
2015213,406.34,222.85
2015214,395.02,216.74
2015215,391.92,215.64
2015216,386.4,216.04
2015217,380.57,217.85
2015218,381.15,219.55
2015219,377.66,217.62
2015220,376.41,218.76
2015221,368.77,213.23
2015222,365.42,214.84
2016153,0.69,0.34
2016154,0.71,0.34
2016155,0.72,0.33
2016156,0.76,0.36
2016157,0.79,0.38
2016158,0.83,0.4
2016159,0.82,0.39
2016160,0.82,0.4
2016161,0.82,0.39
2016162,0.79,0.36
2016163,0.79,0.34
2016164,0.8,0.36
2016165,0.77,0.37
2016166,0.77,0.33
2016167,0.77,0.36
2016168,0.77,0.35
2016169,0.77,0.34
2016170,0.77,0.34
2016171,0.77,0.35
2016172,0.78,0.34
2016173,0.76,0.33
2016174,0.76,0.33
2016175,0.76,0.34
2016176,0.77,0.34
2016177,0.37,0.17
2016178,0.37,0.19
2016179,0.37,0.17
2016180,0.4,0.19
2016181,0.41,0.18
2016182,0.45,0.21
2016325,8.55,6.5
2016326,8.46,5.92
2016327,8.4,5.74
2016328,8.37,5.83
2016329,8.3,6.02
2016330,8.08,6.0
2016331,7.98,6.0
2016332,7.86,6.04
2016333,7.62,5.89
2016334,7.42,5.9
2016335,7.09,5.96
2016336,6.93,5.86
2016337,6.68,6.05
2016338,6.44,6.07
2016339,6.21,6.23
2016340,5.92,6.44
2016341,6.01,6.12
2016342,5.82,6.31
2016343,5.7,6.64
2016344,5.58,5.52
2016345,5.68,5.19
2016346,5.48,4.75
2016347,5.47,4.78
2016348,5.34,4.88
2016349,5.21,4.98
2016350,5.13,4.96
2016351,5.02,4.88
2016352,4.9,4.91
2016353,4.75,4.94
2016354,4.64,5.01
2016539,70.72,61.3
2016540,70.63,61.76
2016541,70.09,59.66
2016542,70.23,59.9
2016543,70.24,60.67
2016544,70.75,61.5
2016545,71.28,63.76
2016546,70.47,63.13
2016547,70.71,55.95
2016548,70.83,51.23
2016549,73.13,49.1
2016550,73.41,49.85
2016551,72.1,47.37
2016552,70.98,47.25
2016553,70.27,44.7
2016554,69.58,43.53
2016555,68.88,42.71
2016556,69.08,43.79
2016557,69.22,41.97
2016558,68.02,39.78
2016559,67.93,38.69
2016560,65.52,36.74
2016561,64.96,37.33
2016562,64.85,38.28
2016563,63.7,38.54
2016564,63.12,39.15
2016565,62.2,37.65
2016566,61.34,38.66
2016567,60.56,38.12
2016568,59.68,38.28
2017514,5.83,0.34
2017515,6.37,0.35
2017516,6.35,0.36
2017517,6.54,0.36
2017518,7.33,0.36
2017519,7.92,0.35
2017520,8.31,0.31
2017521,8.3,0.32
2017522,8.53,0.33
2017523,7.84,0.34
2017524,7.29,0.34
2017525,7.22,0.33
2017526,6.83,0.38
2017527,7.49,0.42
2017528,7.36,0.52
2017529,7.11,0.48
2017530,6.43,0.54
2017531,6.18,0.54
2017532,6.45,0.61
2017533,6.21,0.55
2017534,6.45,0.59
2017535,6.35,0.6
2017536,6.07,0.55
2017537,5.93,0.65
2017538,6.05,0.59
2017539,6.23,0.62
2017540,6.21,0.64
2017541,5.72,0.67
2017542,5.4,0.6
2017543,5.89,0.66
2017686,3.99,0.34
2017687,4.12,0.35
2017688,4.24,0.35
2017689,4.35,0.35
2017690,3.88,0.35
2017691,3.39,0.35
2017692,2.86,0.34
2017693,2.34,0.33
2017694,1.84,0.35
2017695,1.51,0.39
2017696,0.97,0.39
2017697,0.69,0.27
2017698,0.68,0.26
2017699,0.74,0.3
2017700,0.81,0.32
2017701,0.84,0.33
2017702,0.87,0.35
2017703,0.87,0.35
2017704,0.99,0.35
2017705,1.27,0.37
2017706,1.35,0.38
2017707,1.05,0.35
2017708,1.15,0.31
2017709,1.22,0.32
2017710,1.26,0.34
2017711,1.39,0.34
2017712,1.27,0.34
2017713,1.29,0.34
2017714,1.13,0.34
2017715,1.3,0.33
2017862,13.76,2.52
2017863,12.52,2.29
2017864,10.53,2.05
2017865,9.27,1.76
2017866,8.08,1.44
2017867,7.34,1.36
2017868,7.51,1.48
2017869,7.46,1.55
2017870,7.45,1.6
2017871,7.51,1.74
2017872,7.58,1.82
2017873,6.59,1.61
2017874,6.58,1.61
2017875,6.93,1.58
2017876,6.64,1.73
2017877,6.15,1.89
2017878,6.08,1.85
2017879,5.95,1.8
2017880,5.87,1.77
2017881,5.79,1.81
2017882,5.76,1.84
2017883,5.7,2.07
2017884,5.77,2.22
2017885,5.82,2.41
2017886,5.81,2.38
2017887,5.52,2.27
2017888,5.48,2.3
2017889,5.4,2.19
2017890,5.27,2.17
2017891,5.21,2.19
2018092,100.0,65.35
2018093,97.15,64.27
2018094,91.7,64.29
2018095,90.18,61.24
2018096,88.71,64.69
2018097,87.71,62.78
2018098,86.48,64.0
2018099,83.49,61.48
2018100,80.01,48.79
2018101,77.78,45.32
2018102,75.2,43.66
2018103,73.49,45.32
2018104,71.23,45.12
2018105,69.06,44.91
2018106,66.41,46.23
2018107,64.79,44.48
2018108,62.93,43.05
2018109,61.37,46.72
2018110,61.0,44.39
2018111,59.1,44.59
2018112,58.06,37.56
2018113,56.15,36.02
2018114,55.56,36.1
2018115,55.31,36.73
2018116,53.57,37.62
2018117,52.72,36.74
2018118,51.82,36.07
2018119,51.41,34.98
2018120,49.85,33.12
2018121,48.71,34.12
2018264,5.15,3.56
2018265,5.38,3.64
2018266,5.35,3.62
2018267,5.42,3.65
2018268,5.6,3.66
2018269,5.74,3.68
2018270,6.01,3.89
2018271,6.86,4.05
2018272,8.15,4.87
2018273,7.17,4.12
2018274,7.78,4.72
2018275,6.57,3.88
2018276,6.65,3.82
2018277,7.11,4.16
2018278,6.89,3.7
2018279,7.82,4.66
2018280,7.64,4.54
2018281,7.47,4.29
2018282,7.64,4.3
2018283,7.57,4.14
2018284,7.9,4.39
2018285,8.85,4.79
2018286,8.59,4.69
2018287,9.17,5.06
2018288,9.29,4.93
2018289,9.72,5.19
2018290,9.82,5.24
2018291,10.54,5.54
2018292,10.61,5.34
2018293,10.91,5.38
2018436,10.84,7.4
2018437,10.73,7.17
2018438,10.81,7.06
2018439,10.91,6.6
2018440,11.12,6.73
2018441,11.19,6.54
2018442,11.41,6.84
2018443,11.36,6.54
2018444,11.71,6.4
2018445,11.5,6.34
2018446,11.61,6.41
2018447,10.81,6.12
2018448,10.86,6.16
2018449,10.9,6.19
2018450,11.08,5.84
2018451,11.07,5.68
2018452,11.14,5.37
2018453,11.17,5.28
2018454,11.04,5.42
2018455,10.7,4.96
2018456,10.87,5.35
2018457,10.73,5.91
2018458,10.59,5.1
2018459,10.21,4.8
2018460,10.09,4.67
2018461,9.93,4.49
2018462,9.61,4.48
2018463,9.66,4.53
2018464,9.37,4.33
2018465,9.35,4.27
2018780,1.72,0.01
2018781,1.73,0.01
2018782,1.75,0.01
2018783,1.76,0.01
2018784,1.77,0.01
2018785,1.78,0.01
2018786,1.8,0.01
2018787,1.81,0.01
2018788,1.82,0.01
2018789,1.84,0.01
2018790,1.85,0.01
2018791,1.86,0.01
2018792,1.87,0.01
2018793,1.88,0.01
2018794,1.89,0.01
2018795,1.91,0.01
2018796,1.92,0.01
2018797,1.92,0.01
2018798,1.93,0.01
2018799,1.94,0.01
2018800,1.95,0.01
2018801,1.96,0.01
2018802,1.97,0.01
2018803,1.98,0.01
2018804,1.99,0.01
2018805,2.0,0.01
2018806,2.01,0.01
2018807,2.02,0.01
2018808,2.03,0.01
2018809,2.04,0.01
2019224,5.27,2.54
2019225,5.38,2.69
2019226,5.66,2.82
2019227,5.89,2.94
2019228,5.77,2.94
2019229,5.82,2.99
2019230,6.23,3.02
2019231,6.12,3.02
2019232,7.59,3.47
2019233,6.58,3.2
2019234,7.34,3.49
2019235,6.3,3.16
2019236,6.81,3.25
2019237,7.37,4.26
2019238,6.81,3.56
2019239,7.54,4.18
2019240,7.24,3.79
2019241,7.77,4.0
2019242,7.93,3.64
2019243,8.43,4.14
2019244,8.58,4.2
2019245,8.61,4.41
2019246,8.78,4.5
2019247,9.0,4.62
2019248,9.2,4.48
2019249,9.49,4.76
2019250,9.83,4.84
2019251,10.07,4.89
2019252,10.17,4.85
2019253,10.45,4.99
2019668,4.92,2.71
2019669,5.13,2.78
2019670,5.35,2.85
2019671,5.58,2.94
2019672,5.84,3.05
2019673,6.11,3.15
2019674,5.9,2.7
2019675,6.18,2.77
2019676,7.03,3.28
2019677,6.8,2.97
2019678,7.01,3.12
2019679,7.13,3.52
2019680,7.75,4.01
2019681,7.91,3.99
2019682,7.98,3.87
2019683,8.75,4.5
2019684,8.97,4.49
2019685,9.19,4.51
2019686,9.52,4.71
2019687,9.85,4.67
2019688,11.63,4.73
2019689,12.36,5.11
2019690,13.15,5.66
2019691,13.43,5.64
2019692,13.73,5.67
2019693,13.96,5.64
2019694,15.15,6.8
2019695,15.3,6.52
2019696,15.42,6.16
2019697,16.28,6.69
2019840,0.89,0.64
2019841,0.9,0.64
2019842,0.92,0.65
2019843,0.93,0.66
2019844,0.95,0.67
2019845,0.97,0.68
2019846,0.79,0.51
2019847,0.81,0.5
2019848,0.99,0.56
2019849,1.22,0.67
2019850,1.03,0.59
2019851,1.04,0.75
2019852,1.1,0.82
2019853,1.13,0.85
2019854,1.13,0.85
2019855,1.11,0.79
2019856,1.25,0.94
2019857,1.25,0.92
2019858,1.15,0.78
2019859,1.19,0.8
2019860,1.26,0.85
2019861,1.21,0.81
2019862,1.42,1.0
2019863,1.32,0.85
2019864,1.32,0.92
2019865,1.44,1.01
2019866,1.33,0.85
2019867,1.31,0.84
2019868,1.35,0.87
2019869,1.36,0.85
2020012,0.85,0.62
2020013,1.01,0.66
2020014,1.07,0.65
2020015,1.2,0.66
2020016,1.18,0.65
2020017,1.38,0.73
2020018,1.39,0.75
2020019,1.44,0.79
2020020,1.5,0.84
2020021,1.42,0.81
2020022,1.21,0.77
2020023,1.26,0.78
2020024,1.13,0.81
2020025,1.34,0.88
2020026,1.2,0.93
2020027,1.13,0.83
2020028,1.09,0.83
2020029,1.12,0.84
2020030,1.21,0.9
2020031,1.25,0.86
2020032,1.32,0.92
2020033,1.37,0.85
2020034,1.4,0.9
2020035,1.55,0.94
2020036,1.69,0.92
2020037,1.76,0.97
2020038,1.45,0.91
2020039,1.58,0.84
2020040,1.54,0.97
2020041,1.83,0.95
2020184,3.33,0.98
2020185,3.5,1.03
2020186,3.88,1.16
2020187,3.77,1.11
2020188,3.77,1.11
2020189,3.82,1.13
2020190,3.88,1.2
2020191,4.03,1.23
2020192,4.08,1.29
2020193,4.14,1.29
2020194,4.39,1.43
2020195,4.43,1.43
2020196,4.48,1.44
2020197,4.53,1.45
2020198,4.55,1.44
2020199,4.6,1.45
2020200,4.62,1.45
2020201,4.69,1.47
2020202,4.72,1.46
2020203,4.78,1.48
2020204,4.83,1.5
2020205,4.89,1.51
2020206,4.93,1.5
2020207,4.96,1.51
2020208,4.98,1.53
2020209,5.05,1.55
2020210,5.18,1.6
2020211,5.22,1.6
2020212,5.24,1.6
2020213,5.28,1.6
2020456,1689.63,798.0
2020457,1700.25,788.55
2020458,1706.24,782.15
2020459,1699.28,780.44
2020460,1712.36,799.39
2020461,1712.32,801.98
2020462,1714.82,818.92
2020463,1709.32,806.13
2020464,1698.37,784.69
2020465,1687.35,771.26
2020466,1691.38,772.68
2020467,1680.52,770.05
2020468,1662.84,762.85
2020469,1633.3,734.49
2020470,1645.04,762.68
2020471,1628.47,733.74
2020472,1649.8,746.66
2020473,1640.65,746.76
2020474,1627.11,702.11
2020475,1599.49,678.68
2020476,1608.23,667.02
2020477,1667.01,725.0
2020478,1681.06,720.47
2020479,1645.75,681.55
2020480,1675.1,697.46
2020481,1677.96,694.6
2020482,1653.01,683.24
2020483,1692.06,708.65
2020484,1733.1,704.43
2020485,1757.85,695.96
2020628,7.23,1.99
2020629,7.28,2.05
2020630,7.31,2.04
2020631,6.98,2.0
2020632,7.36,1.95
2020633,7.19,2.26
2020634,6.93,2.04
2020635,6.87,2.34
2020636,6.64,2.45
2020637,5.53,2.31
2020638,5.49,2.58
2020639,5.13,2.31
2020640,5.56,2.01
2020641,6.76,2.99
2020642,6.23,2.43
2020643,6.85,3.05
2020644,6.49,2.74
2020645,6.61,2.74
